#!/bin/bash
# File IMME_T1_ADNDT_099_680_2013.dat
# Data created on May 17 2012 by LAM Yi Hua
#
# The IMME coefficients of T=1/2 isobaric multiplets are published at
# Yi Hua Lam†, Bertram Blank‡, Nadezda A. Smirnova, Jean Bernard Bueb, Maria Susai Antony
# Atomic Data and Nuclear Data Tables 99 (2013) 680, http://dx.doi.org/10.1016/j.adt.2012.11.002
# 
# https://arxiv.org/XXXX.YYYY
#
# Corresponding authors:
# † lamyihua@impcas.ac.cn (Yi Hua LAM)
# ‡ blank@cenbg.in2p3.fr (Bertram BLANK)
#
# ORCID:
# https://orcid.org/0000-0001-6646-0745 (Yi Hua LAM)
# https://orcid.org/0000-0001-8944-7631 (Nadezda A. SMIRNOVA)
#
# See Atomic Data and Nuclear Data Tables 99 (2013) 680, or https://arxiv.org/XXXX.YYYY, Explanation of Tables, for data notations
# 
#A  2J  P    Nucl.      Mass Excess (keV) +/- (keV)     Nucl. Tz  Mass Excess (keV) +/- (keV)    Ex (keV)    a (keV)       +/- (keV)    b (keV)       +/- (keV)
#            Tz=+1/2                                    Tz=-1/2
41   7   +   Ca         -32254.0          0.7           Sc         -25759.94        0.10          2884       -29007.0        0.4        -6494.1         0.7
41   7   -   Ca         -32178.6          0.6           Sc         -25670.3         0.2           2966       -28924.5        0.3        -6508.3         0.7
41   9   +   Ca         -31936.6          0.7           Sc         -25457.3         0.2           3194       -28697.0        0.4        -6479.3         0.7
41  11   +   Ca         -31768.33         0.20          Sc         -25284.3         0.7           3364       -28526.3        0.4        -6484.0         0.7
41   1   +   Ca         -31737.9          0.3           Sc         -25230.9         0.4           3406       -28484.4        0.3        -6507.0         0.5
41   7   +   Ca         -31523.5          0.8           Sc         -24945.7         0.3           3656       -28234.5        0.4        -6577.8         0.9
41   3   -   Ca         -31407.3          0.3           Sc         -24868           3             3753       -28138          2          -6539           3
41   5   +   Ca         -31397.5          0.5           Sc         -24861.7         0.2           3761       -28129.6        0.3        -6535.8         0.6
41   1   +   Ca         -31292.0          0.6           Sc         -24674           5             3907       -27983          3          -6618           5
43   7   -   Sc         -36188.1          1.9           Ti         -29321.2         6.9              0       -32754.7        3.6        -6866.9         7.1
43   3   +   Sc         -36036.7          1.9           Ti         -29008.2         7.0            233       -32522.5        3.6        -7028.5         7.2
43   3   -   Sc         -35715.8          1.9           Ti         -28846          12              474       -32281          6          -6870          12
43   5   +   Sc         -35307.8          1.9           Ti         -28298.8         7.0            952       -31803.3        3.6        -7009.0         7.2
43   7   +   Sc         -34851.3          1.9           Ti         -27837.7         7.0           1411       -31344.5        3.6        -7013.6         7.2
43  11   -   Sc         -34358.2          1.9           Ti         -27463.5         7.0           1844       -30910.9        3.6        -6894.7         7.2
43   9   +   Sc         -34256.7          1.9           Ti         -27258.8         7.0           1997       -30757.8        3.6        -6997.9         7.2
43  15   -   Sc         -33200.7          1.9           Ti         -26369.5         7.0           2970       -29785.1        3.6        -6831.2         7.2
43  19   -   Sc         -33064.9          1.9           Ti         -26254.8         7.0           3095       -29659.9        3.6        -6810.1         7.2
45   7   -   Ti         -39008.3          0.8            V         -31880          17                0       -35444          9          -7129          17
45   3   -   Ti         -38971.8          0.8            V         -31823          17               47       -35397          9          -7149          17
45   5   -   Ti         -38968.9          0.8            V         -31823          17               49       -35396          9          -7146          17
45   3   +   Ti         -38679.0          0.8            V         -31494          17              358       -35086          9          -7185          17
45   5   +   Ti         -38264.4          0.8            V         -31083          17              771       -34673          9          -7182          17
45   7   +   Ti         -37781.8          0.8            V         -30608          17             1250       -34195          9          -7174          17
45   9   -   Ti         -37654.8          0.8            V         -30556          17             1339       -34105          9          -7099          17
45  11   -   Ti         -37540.1          0.8            V         -30418          17             1466       -33979          9          -7122          17
45   9   +   Ti         -37126.5          0.8            V         -29963          17             1900       -33545          9          -7163          17
45  11   +   Ti         -36533.7          0.8            V         -29391          17             2482       -32962          9          -7143          17
45  13   -   Ti         -36351.6          0.8            V         -29253          17             2642       -32803          9          -7098          17
45  15   -   Ti         -35992.9          0.8            V         -28875          17             3010       -32434          9          -7118          17
45  13   +   Ti         -35561.0          0.8            V         -28435          17             3446       -31998          9          -7126          17
45  17   -   Ti         -35406.4          0.8            V         -28275          17             3604       -31841          9          -7131          17
45  15   +   Ti         -35085.9          0.8            V         -27970          17             3917       -31528          9          -7116          17
45  19   -   Ti         -34663.4          0.9            V         -27488          17             4369       -31076          9          -7175          17
45   7   -   Ti         -34285            7              V         -27080          56             4762       -30683         28          -7206          56
45  19   +   Ti         -33367.4          0.9            V         -26194          17             5664       -29781          9          -7173          17
45  23   -   Ti         -32845            5              V         -25673          17             6185       -29259          9          -7172          17
45  27   -   Ti         -31864.9          1.0            V         -24720          17             7152       -28293          9          -7145          17
47   3   -    V         -42005.6          0.3           Cr         -34559          14                0       -38282          7          -7447          14
47   5   -    V         -41918.1          0.3           Cr         -34459          14               94       -38189          7          -7459          14
47   7   -    V         -41859.8          0.3           Cr         -34384          14              161       -38122          7          -7475          14
47   3   +    V         -41746.1          0.3           Cr         -34087          14              366       -37916          7          -7659          14
47   5   +    V         -41345.3          0.3           Cr         -33688          14              766       -37517          7          -7657          14
47  11   -    V         -40710.7          0.3           Cr         -33226          14             1314       -36969          7          -7484          14
47   7   +    V         -40867.1          0.3           Cr         -33213          14             1243       -37040          7          -7654          14
47   1   +    V         -40345.0          0.3           Cr         -32728          16             1746       -36536          8          -7617          16
47   9   +    V         -40258.7          0.3           Cr         -32602          14             1852       -36430          7          -7656          14
47  11   +    V         -39590.6          0.5           Cr         -31940          14             2517       -35765          7          -7650          14
47  15   -    V         -39390.6          0.6           Cr         -31905          14             2635       -35648          7          -7486          14
47  13   +    V         -38735.3          0.6           Cr         -31088          14             3371       -34912          7          -7647          14
47  19   -    V         -37872.6          0.8           Cr         -30420          14             4136       -34146          7          -7453          14
47  15   +    V         -38051.3          0.7           Cr         -30344          14             4085       -34197          7          -7708          14
47  23   -    V         -36102.6          1.0           Cr         -28654          14             5904       -32378          7          -7449          14
47  25   -    V         -34606.7          1.0           Cr         -27180          14             7389       -30893          7          -7427          14
47  27   -    V         -34122.2          1.0           Cr         -26648          14             7898       -30385          7          -7475          14
47  31   -    V         -32001.0          1.2           Cr         -24537          14            10014       -28269          7          -7464          14
49   5   -   Cr         -45332.9          2.4           Mn         -37615          24                0       -41474         12          -7718          24
49   7   -   Cr         -45061.2          2.4           Mn         -37353          24              267       -41207         12          -7708          24
49   9   -   Cr         -44249.3          2.4           Mn         -36555          24             1072       -40402         12          -7694          24
49  11   -   Cr         -43770.8          2.4           Mn         -36073          24             1552       -39922         12          -7697          24
49  13   -   Cr         -42832.8          2.4           Mn         -35133          24             2491       -38983         12          -7699          24
49  15   -   Cr         -42142.8          2.4           Mn         -34425          24             3190       -38284         12          -7717          24
49   5   -   Cr         -41281            6             Mn         -33656          55             4006       -37468         28          -7625          56
49  17   -   Cr         -41114.8          2.4           Mn         -33364          24             4235       -37240         12          -7750          24
49  19   -   Cr         -40966.9          2.4           Mn         -33168          24             4407       -37068         12          -7799          24
49  23   -   Cr         -39370.5          2.4           Mn         -31558          24             6010       -35464         12          -7812          24
49  27   -   Cr         -37325.5          2.7           Mn         -29534          24             8044       -33430         12          -7791          24
49  31   -   Cr         -34632.6          2.8           Mn         -26890          24            10713       -30761         12          -7742          24
51   5   -   Mn         -48243.7          0.9           Fe         -40221          15                0       -44233          8          -8022          15
51   7   -   Mn         -48006.4          0.9           Fe         -39968          15              246       -43987          8          -8038          15
51   9   -   Mn         -47103.9          0.9           Fe         -39075          15             1144       -43089          8          -8029          15
51  11   -   Mn         -46755.2          1.0           Fe         -38705          15             1503       -42730          8          -8050          15
51   1   +   Mn         -45967.8          0.9           Fe         -37732          17             2383       -41850          9          -8235          17
51  13   -   Mn         -45286.4          1.1           Fe         -37268          15             2956       -41277          8          -8018          15
51  15   -   Mn         -44992.9          1.1           Fe         -36946          15             3264       -40969          8          -8047          15
51  17   -   Mn         -44563.1          1.1           Fe         -36632          15             3636       -40597          8          -7931          15
51  19   -   Mn         -44104.0          1.1           Fe         -36124          15             4119       -40114          8          -7980          15
51  21   -   Mn         -42603.9          1.2           Fe         -34613          15             5624       -38609          8          -7990          15
51  23   -   Mn         -41772.2          1.2           Fe         -33729          15             6482       -37751          8          -8043          15
51  27   -   Mn         -41068.1          1.2           Fe         -32952          15             7223       -37010          8          -8116          15
51  25   -   Mn         -40351.6          1.2           Fe         -32288          15             7913       -36320          8          -8063          15
51  29   -   Mn         -36733.3          1.3           Fe         -28753          17            11490       -32743          8          -7980          17
51  29   -   Mn         -36462.2          1.3           Fe         -28509          21            11747       -32486         10          -7953          21
51  31   -   Mn         -35451.9          1.3           Fe         -27571          19            12721       -31512          9          -7880          19
53   7   -   Fe         -50946.7          1.7           Co         -42658.6         1.8              0       -46802.7        1.2        -8288.1         2.5
53   9   -   Fe         -49618.7          1.7           Co         -41331.6         2.0           1328       -45475.1        1.3        -8287.1         2.6
53  11   -   Fe         -48607.5          1.7           Co         -40291.6         2.0           2354       -44449.5        1.3        -8315.9         2.6
53  19   -   Fe         -47906.3          1.7           Co         -39462          29             3119       -43684         15          -8445          29
53  13   -   Fe         -47770.8          1.8           Co         -39397.5         2.2           3219       -43584.2        1.4        -8373.3         2.8
53  15   -   Fe         -47484.0          1.8           Co         -39077.5         2.4           3522       -43280.8        1.5        -8406.5         3.0
53  17   -   Fe         -46941.3          1.8           Co         -38543.5         2.7           4061       -42742.4        1.6        -8397.8         3.2
53   7   -   Fe         -46697            3             Co         -38269          50             4320       -42483         25          -8428          50
55   7   -   Co         -54029.23         0.54          Ni         -45335.19        0.79             0       -49682.21       0.48       -8694.03        0.95
55  11   -   Co         -51055.76         0.57          Ni         -42453.1         2.1           2928       -46754.4        1.1        -8602.7         2.2
55   1   +   Co         -51106.98         0.55          Ni         -42150           6             3054       -46629          3          -8957           6
55  13   -   Co         -50292.69         0.58          Ni         -41752.1         2.4           3660       -46022.4        1.2        -8540.6         2.5
55  15   -   Co         -50254.62         0.58          Ni         -41718.1         2.4           3696       -45986.4        1.2        -8536.5         2.5
55   3   +   Co         -50466.25         0.54          Ni         -41583           7             3658       -46025          4          -8883           7
55  17   -   Co         -49515.45         0.59          Ni         -40852.1         2.6           4499       -45183.8        1.3        -8663.4         2.7
57   3   -   Ni         -56083.19         0.66          Cu         -47308.22        0.61             0       -51695.71       0.45       -8774.96        0.90
57   5   -   Ni         -55314.7          0.8           Cu         -46280           4              899       -50797          2          -9034           4
57   1   -   Ni         -54970.6          0.8           Cu         -46202           4             1110       -50586          2          -8768           4
57   5   -   Ni         -53639.9          0.8           Cu         -44910          10             2421       -49275          5          -8730          10
59   3   -   Cu         -56357.70         0.63          Zn         -47214.92        0.83             0       -51786.31       0.52       -9142.78        1.04
59   1   -   Cu         -55866.6          0.6           Zn         -46675          50              516       -51271         25          -9192          50
59   5   -   Cu         -55443.7          0.6           Zn         -46320.7         1.3            905       -50882.2        0.7        -9123.0         1.4
59   7   -   Cu         -54959.1          0.6           Zn         -45817.9         2.2           1398       -50388.5        1.1        -9141.2         2.3
59   7   -   Cu         -54492.5          0.6           Zn         -45400.5         1.5           1840       -49946.5        0.8        -9092.0         1.6
59   9   -   Cu         -53966.8          0.6           Zn         -44881.7         2.4           2363       -49424.3        1.2        -9085.1         2.4
59  13   -   Cu         -52909.9          0.7           Zn         -43828.7         2.6           3417       -48369.3        1.4        -9081.2         2.7
61   3   -   Zn         -56343           16             Ga         -47088          53                0       -51716         28          -9255          55
63   3   -   Ga         -56547.1          1.3           Ge         -46921          37                0       -51734         19          -9626          37
65   3   -   Ge         -56480.6          2.6           As         -46937          85                0       -51709         42          -9544          85
67   5   -   As         -56586.0          1.4           Se         -46580          67                0       -51583         34         -10006          67
71   5   -   Br         -56502.4          5.4           Kr         -46327         129                0       -51415         64         -10175         129
